"No.","Time","signal strength","Source","Destination","Info","Length"
"389","23.130158103","-50 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x063d, seq=92/23552, ttl=64","161"
"390","23.130173145","-50 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x063d, seq=92/23552, ttl=64","161"
"391","23.131709162","-51 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x063d, seq=92/23552, ttl=64","161"
"392","23.254149017","-61 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x0743, seq=126/32256, ttl=64 (no response found!)","161"
"393","23.259125526","-51 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x0743, seq=126/32256, ttl=64 (no response found!)","161"
"394","23.259150891","-51 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x0743, seq=126/32256, ttl=64 (reply in 395)","161"
"395","23.277352235","-50 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x0743, seq=126/32256, ttl=64 (request in 394)","161"
"396","23.277377069","-52 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x0743, seq=126/32256, ttl=64","161"
"406","24.036497588","-63 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x063d, seq=93/23808, ttl=64 (no response found!)","172"
"407","24.144388182","-53 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x063d, seq=93/23808, ttl=64 (reply in 414)","161"
"408","24.254539282","-60 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x0743, seq=127/32512, ttl=64 (no response found!)","161"
"409","24.256038390","-54 dBm","192.168.1.106","192.168.1.101","Echo (ping) request  id=0x0743, seq=127/32512, ttl=64 (reply in 413)","161"
"413","24.284811898","-53 dBm","192.168.1.101","192.168.1.106","Echo (ping) reply    id=0x0743, seq=127/32512, ttl=64 (request in 409)","161"
"414","24.348571518","-54 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x063d, seq=93/23808, ttl=64 (request in 407)","161"
"415","24.348596760","-55 dBm","192.168.1.101","192.168.1.102","Echo (ping) reply    id=0x063d, seq=93/23808, ttl=64","161"
"419","25.041661394","-63 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x063d, seq=94/24064, ttl=64 (no response found!)","172"
"420","25.045832493","-54 dBm","192.168.1.102","192.168.1.101","Echo (ping) request  id=0x063d, seq=94/24064, ttl=64 (reply in 421)","161"
