"No.","Time","signal strength","Source","Destination","Info","Length"
"128","5.901108150","-57 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=136/34816, ttl=64","161"
"137","6.256674534","-62 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=137/35072, ttl=64 (no response found!)","172"
"138","6.320206880","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=137/35072, ttl=64 (reply in 139)","161"
"139","6.323699619","-73 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=137/35072, ttl=64 (request in 138)","158"
"140","6.325178802","-55 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=137/35072, ttl=64","161"
"141","6.618383516","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=78/19968, ttl=64 (no response found!)","161"
"142","6.619351499","-52 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=78/19968, ttl=64 (reply in 143)","161"
"143","6.623134684","-72 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=78/19968, ttl=64 (request in 142)","158"
"144","6.624019266","-52 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=78/19968, ttl=64","161"
"153","7.258436438","-62 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=138/35328, ttl=64 (no response found!)","172"
"154","7.260189690","-62 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=138/35328, ttl=64 (no response found!)","172"
"155","7.549503152","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=138/35328, ttl=64 (reply in 156)","161"
"156","7.552045243","-72 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=138/35328, ttl=64 (request in 155)","158"
"157","7.552079935","-73 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=138/35328, ttl=64","158"
"158","7.620071714","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=79/20224, ttl=64 (no response found!)","161"
"159","7.622814232","-53 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=79/20224, ttl=64 (reply in 160)","161"
"160","7.625948016","-73 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=79/20224, ttl=64 (request in 159)","158"
"161","7.627242962","-53 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=79/20224, ttl=64","161"
"162","7.642000538","-53 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=138/35328, ttl=64","161"
"171","8.264592804","-62 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (no response found!)","172"
"172","8.477051976","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (no response found!)","161"
"173","8.478532138","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (no response found!)","161"
"174","8.478554255","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (no response found!)","161"
"175","8.478569823","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (no response found!)","161"
"176","8.480203298","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (no response found!)","161"
"177","8.480228205","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (no response found!)","161"
"178","8.480244405","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (no response found!)","161"
"179","8.480259579","-55 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=139/35584, ttl=64 (reply in 180)","161"
"180","8.483818273","-74 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=139/35584, ttl=64 (request in 179)","158"
"181","8.483841902","-74 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=139/35584, ttl=64","158"
"182","8.563577744","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=139/35584, ttl=64","161"
"183","8.621291630","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=80/20480, ttl=64 (no response found!)","161"
"184","8.635669345","-53 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=80/20480, ttl=64 (no response found!)","161"
"185","8.635694855","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=80/20480, ttl=64 (reply in 186)","161"
"186","8.638821804","-73 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=80/20480, ttl=64 (request in 185)","158"
"187","8.643852589","-51 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=80/20480, ttl=64","161"
"188","8.648745038","-52 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=80/20480, ttl=64","158"
"189","8.651008106","-53 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=80/20480, ttl=64","158"
"200","9.265252317","-63 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=140/35840, ttl=64 (no response found!)","172"
"203","9.396400707","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=140/35840, ttl=64 (no response found!)","161"
"204","9.396419723","-53 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=140/35840, ttl=64 (no response found!)","161"
"205","9.396435907","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=140/35840, ttl=64 (reply in 206)","161"
"206","9.398256982","-73 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=140/35840, ttl=64 (request in 205)","158"
"207","9.398280879","-73 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=140/35840, ttl=64","158"
"208","9.398297767","-72 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=140/35840, ttl=64","158"
"209","9.399922424","-72 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=140/35840, ttl=64","158"
"210","9.401316000","-71 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=140/35840, ttl=64","158"
"211","9.402871298","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=140/35840, ttl=64","161"
"212","9.622963694","-63 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=81/20736, ttl=64 (no response found!)","161"
"213","9.624081428","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=81/20736, ttl=64 (reply in 214)","161"
"214","9.626205309","-71 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=81/20736, ttl=64 (request in 213)","158"
"215","9.626232954","-71 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=81/20736, ttl=64","158"
"216","9.627248478","-53 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=81/20736, ttl=64","161"
"227","10.269876308","-68 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=141/36096, ttl=64 (no response found!)","172"
"228","10.313894242","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=141/36096, ttl=64 (reply in 229)","161"
"229","10.318629919","-73 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64 (request in 228)","158"
"230","10.320094651","-73 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64","158"
"231","10.320118811","-72 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64","158"
"232","10.322628090","-73 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64","158"
"233","10.322658076","-53 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64","161"
"234","10.322673156","-55 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64","161"
"235","10.322691526","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64","161"
"236","10.322708613","-55 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64","161"
"237","10.322724403","-54 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=141/36096, ttl=64","161"
"238","10.624299275","-62 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=82/20992, ttl=64 (no response found!)","161"
"239","10.626053209","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=82/20992, ttl=64 (no response found!)","161"
"240","10.626070775","-55 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=82/20992, ttl=64 (no response found!)","161"
"241","10.626089900","-53 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=82/20992, ttl=64 (no response found!)","161"
"242","10.627127555","-54 dBm","192.168.1.106","192.168.1.100","Echo (ping) request  id=0x0c24, seq=82/20992, ttl=64 (reply in 243)","161"
"243","10.630493931","-71 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=82/20992, ttl=64 (request in 242)","158"
"244","10.631969424","-55 dBm","192.168.1.100","192.168.1.106","Echo (ping) reply    id=0x0c24, seq=82/20992, ttl=64","161"
"256","11.263195854","-69 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=142/36352, ttl=64 (no response found!)","172"
"257","11.552005171","-53 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=142/36352, ttl=64 (no response found!)","161"
"258","11.553912857","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=142/36352, ttl=64 (no response found!)","161"
"259","11.553934411","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=142/36352, ttl=64 (no response found!)","161"
"260","11.555797628","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=142/36352, ttl=64 (reply in 261)","161"
"261","11.555836061","-71 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=142/36352, ttl=64 (request in 260)","158"
"262","11.555852468","-54 dBm","192.168.1.102","192.168.1.100","Echo (ping) request  id=0x0972, seq=142/36352, ttl=64 (reply in 263)","161"
"263","11.555878835","-71 dBm","192.168.1.100","192.168.1.102","Echo (ping) reply    id=0x0972, seq=142/36352, ttl=64 (request in 262)","158"
